run_id,backend,latency_ms
530,cpu,0.184583
531,cpu,0.190250
532,cpu,0.186458
533,cpu,0.187375
534,cpu,0.188000
535,cpu,0.193000
536,cpu,0.192250
537,cpu,0.189958
538,cpu,0.188250
539,cpu,0.185542
540,cpu,0.239459
541,cpu,0.187167
542,cpu,0.281125
543,cpu,0.251209
544,cpu,0.215416
545,cpu,0.203875
546,cpu,0.202708
547,cpu,0.200875
548,cpu,0.194708
549,cpu,0.197500
550,cpu,0.179375
551,mps,9.511042
552,mps,5.644834
553,mps,5.059458
554,mps,4.557834
555,mps,4.632834
556,mps,4.644750
557,mps,4.245625
558,mps,4.129708
559,mps,4.282334
560,mps,4.034416
561,mps,3.949541
562,mps,3.638000
563,mps,4.067291
564,mps,3.681417
565,mps,3.517083
566,mps,3.545166
567,mps,3.508333
568,mps,3.479958
569,mps,3.398916
570,mps,3.383208
571,mps,3.380041
572,mps,3.284625
573,mps,3.604625
574,mps,3.289833
575,mps,3.274500
576,mps,3.231042
577,mps,3.203042
578,mps,3.462917
579,mps,3.377333
580,mps,3.306084
581,mps,3.198792
582,mps,3.227125
583,mps,3.371916
584,mps,3.199333
585,mps,3.197750
586,mps,3.160625
587,mps,3.159666
588,mps,3.235334
589,mps,3.082208
590,mps,3.216125
591,mps,3.106916
592,mps,3.071750
593,mps,3.300417
594,mps,3.128208
595,mps,3.065875
596,mps,3.315333
597,mps,3.036750
598,mps,3.189958
599,mps,3.090292
600,mps,3.102042
601,cpu,1.164042
602,cpu,0.566750
603,cpu,0.541667
604,cpu,0.328500
605,cpu,0.289084
606,cpu,0.276625
607,cpu,0.394625
608,cpu,0.279834
609,cpu,0.268333
610,cpu,0.268625
611,cpu,0.252583
612,cpu,0.220833
613,cpu,0.220375
614,cpu,0.219917
615,cpu,0.218959
616,cpu,0.220500
617,cpu,0.220209
618,cpu,0.219042
619,cpu,0.218875
620,cpu,0.218000
621,cpu,0.218542
622,cpu,0.217584
623,cpu,0.218166
624,cpu,0.217125
625,cpu,0.198042
626,cpu,0.183458
627,cpu,0.184125
628,cpu,0.184416
629,cpu,0.184541
630,cpu,0.188917
631,cpu,0.184417
632,cpu,0.184709
633,cpu,0.185125
634,cpu,0.185458
635,cpu,0.185125
636,cpu,0.184917
637,cpu,0.185459
638,cpu,0.185125
639,cpu,0.184541
640,cpu,0.185583
641,cpu,0.184750
642,cpu,0.185250
643,cpu,0.184292
644,cpu,0.184334
645,cpu,0.183959
646,cpu,0.188167
647,cpu,0.183292
648,cpu,0.183708
649,cpu,0.183292
650,cpu,0.158791
651,mps,16.082041
652,mps,5.896458
653,mps,5.163125
654,mps,5.089042
655,mps,4.773916
656,mps,4.249875
657,mps,4.495459
658,mps,4.266750
659,mps,4.345542
660,mps,4.096209
661,mps,3.957583
662,mps,3.991375
663,mps,3.754333
664,mps,4.102916
665,mps,4.074750
666,mps,3.558333
667,mps,3.921250
668,mps,3.546375
669,mps,3.429208
670,mps,3.246666
671,mps,3.232167
672,mps,3.343417
673,mps,3.348500
674,mps,3.336000
675,mps,3.284833
676,mps,3.260959
677,mps,3.335708
678,mps,3.237709
679,mps,3.224208
680,mps,3.168625
681,mps,3.147667
682,mps,3.371542
683,mps,3.253375
684,mps,3.228583
685,mps,3.237166
686,mps,3.136625
687,mps,3.271042
688,mps,3.183334
689,mps,3.262250
690,mps,3.125333
691,mps,3.110584
692,mps,3.258625
693,mps,3.146500
694,mps,3.130542
695,mps,3.260291
696,mps,3.040500
697,mps,3.285375
698,mps,3.122833
699,mps,3.136583
700,mps,3.153000
701,cpu,38.767500
702,cpu,0.193042
703,cpu,0.133625
704,cpu,0.122625
705,cpu,0.117583
706,cpu,0.116417
707,cpu,0.115500
708,cpu,0.114041
709,cpu,0.113333
710,cpu,0.112125
711,cpu,0.112791
712,cpu,0.107292
713,cpu,0.106750
714,cpu,0.107125
715,cpu,0.106459
716,cpu,0.108167
717,cpu,0.106917
718,cpu,0.106208
719,cpu,0.106792
720,cpu,0.106875
721,cpu,0.106250
722,cpu,0.106458
723,cpu,0.106542
724,cpu,0.106417
725,cpu,0.105917
726,cpu,0.106000
727,cpu,0.106625
728,cpu,0.106875
729,cpu,0.109625
730,cpu,0.109375
731,cpu,0.105875
732,cpu,0.106083
733,cpu,0.106042
734,cpu,0.105875
735,cpu,0.105750
736,cpu,0.105833
737,cpu,0.105959
738,cpu,0.105500
739,cpu,0.105667
740,cpu,0.106334
741,cpu,0.106125
742,cpu,0.106083
743,cpu,0.105583
744,cpu,0.106875
745,cpu,0.106000
746,cpu,0.105625
747,cpu,0.108541
748,cpu,0.106083
749,cpu,0.106000
750,cpu,0.106000
751,mps,34.167792
752,mps,4.210834
753,mps,3.412417
754,mps,3.326084
755,mps,3.687084
756,mps,3.708333
757,mps,3.534125
758,mps,3.200333
759,mps,3.306084
760,mps,3.305000
761,mps,4.930042
762,mps,3.100042
763,mps,3.251375
764,mps,3.092167
765,mps,3.309417
766,mps,3.754125
767,mps,3.052083
768,mps,3.159750
769,mps,3.091458
770,mps,3.112250
771,mps,4.009542
772,mps,3.061584
773,mps,3.157042
774,mps,3.120708
775,mps,3.092375
776,mps,4.029875
777,mps,3.033667
778,mps,3.084375
779,mps,3.080750
780,mps,3.208542
781,mps,4.183958
782,mps,3.607750
783,mps,3.225917
784,mps,3.181292
785,mps,3.811917
786,mps,3.313958
787,mps,3.140292
788,mps,3.234666
789,mps,3.083500
790,mps,3.429333
791,mps,3.575292
792,mps,3.069541
793,mps,3.108625
794,mps,3.096209
795,mps,5.207542
796,mps,3.041958
797,mps,3.030167
798,mps,3.124458
799,mps,3.058875
800,mps,4.456375
801,cpu,4.346834
802,cpu,1.031041
803,cpu,1.257500
804,cpu,0.406292
805,cpu,0.316583
806,cpu,0.318083
807,cpu,0.661625
808,cpu,0.396209
809,cpu,0.306875
810,cpu,0.289375
811,cpu,0.281209
812,cpu,0.276958
813,cpu,0.270500
814,cpu,0.268625
815,cpu,0.248959
816,cpu,0.223792
817,cpu,0.225125
818,cpu,0.222375
819,cpu,0.221750
820,cpu,0.221333
821,cpu,0.221875
822,cpu,0.220583
823,cpu,0.219625
824,cpu,0.219208
825,cpu,0.219042
826,cpu,0.219667
827,cpu,0.219250
828,cpu,0.218667
829,cpu,0.219500
830,cpu,0.218875
831,cpu,0.218917
832,cpu,0.218083
833,cpu,0.218166
834,cpu,0.219750
835,cpu,0.218083
836,cpu,0.194583
837,cpu,0.184208
838,cpu,0.185166
839,cpu,0.184958
840,cpu,0.185375
841,cpu,0.184708
842,cpu,0.185917
843,cpu,0.184500
844,cpu,0.184750
845,cpu,0.184167
846,cpu,0.184542
847,cpu,0.184584
848,cpu,0.187833
849,cpu,0.184625
850,cpu,0.185041
851,mps,21.388750
852,mps,5.349041
853,mps,5.718917
854,mps,4.823416
855,mps,4.698583
856,mps,6.057166
857,mps,4.268166
858,mps,4.424333
859,mps,4.389750
860,mps,4.042291
861,mps,4.142959
862,mps,4.113500
863,mps,4.135291
864,mps,3.861209
865,mps,3.649791
866,mps,3.995625
867,mps,3.619459
868,mps,5.035084
869,mps,3.441250
870,mps,3.623791
871,mps,3.863042
872,mps,6.025125
873,mps,5.404333
874,mps,3.841333
875,mps,5.128042
876,mps,4.046083
877,mps,3.958000
878,mps,3.511416
879,mps,5.080417
880,mps,3.378500
881,mps,3.244083
882,mps,3.320875
883,mps,3.922792
884,mps,4.000250
885,mps,3.205292
886,mps,3.169667
887,mps,3.256542
888,mps,5.034583
889,mps,3.257542
890,mps,3.152750
891,mps,3.445000
892,mps,6.823292
893,mps,3.337917
894,mps,3.394000
895,mps,3.331708
896,mps,3.822833
897,mps,3.665584
898,mps,3.060250
899,mps,3.112667
900,mps,3.144458
901,cpu,1.207458
902,cpu,0.568416
903,cpu,0.329459
904,cpu,0.415917
905,cpu,0.592000
906,cpu,0.345250
907,cpu,0.264250
908,cpu,0.239000
909,cpu,0.229458
910,cpu,0.225958
911,cpu,0.225083
912,cpu,0.221625
913,cpu,0.219417
914,cpu,0.220375
915,cpu,0.219959
916,cpu,0.219417
917,cpu,0.219958
918,cpu,0.217750
919,cpu,0.219459
920,cpu,0.231125
921,cpu,0.217667
922,cpu,0.217958
923,cpu,0.219541
924,cpu,0.216875
925,cpu,0.217625
926,cpu,0.199541
927,cpu,0.195875
928,cpu,0.185041
929,cpu,0.185541
930,cpu,0.183500
931,cpu,0.183542
932,cpu,0.184084
933,cpu,0.183917
934,cpu,0.184500
935,cpu,0.184750
936,cpu,0.183459
937,cpu,0.185041
938,cpu,0.183958
939,cpu,0.189667
940,cpu,0.183333
941,cpu,0.182834
942,cpu,0.181750
943,cpu,0.182083
944,cpu,0.181875
945,cpu,0.182416
946,cpu,0.181750
947,cpu,0.183417
948,cpu,0.181250
949,cpu,0.182958
950,cpu,0.182666
951,mps,10.679708
952,mps,5.514958
953,mps,4.913750
954,mps,4.559125
955,mps,4.445000
956,mps,4.212417
957,mps,4.202875
958,mps,3.980958
959,mps,4.236916
960,mps,3.909542
961,mps,4.176000
962,mps,3.792000
963,mps,3.557000
964,mps,3.772125
965,mps,3.920125
966,mps,4.120167
967,mps,3.465417
968,mps,3.544417
969,mps,3.370000
970,mps,3.562000
971,mps,3.303041
972,mps,3.298417
973,mps,3.384792
974,mps,3.333500
975,mps,3.476458
976,mps,3.316125
977,mps,3.303250
978,mps,3.206125
979,mps,3.194125
980,mps,3.448333
981,mps,3.251958
982,mps,3.203708
983,mps,3.194375
984,mps,3.203416
985,mps,3.427250
986,mps,3.153250
987,mps,3.141500
988,mps,3.130875
989,mps,3.088167
990,mps,3.345291
991,mps,3.150625
992,mps,3.236834
993,mps,3.139000
994,mps,3.099000
995,mps,3.298625
996,mps,3.042250
997,mps,3.133500
998,mps,3.087125
999,mps,2.990166
1000,mps,3.113416
1,cpu,0.109042
2,cpu,0.138583
3,cpu,0.107250
4,cpu,0.097125
5,cpu,0.093500
6,cpu,0.093500
7,cpu,0.090958
8,cpu,0.094666
9,cpu,0.089500
10,cpu,0.088458
11,cpu,0.088208
12,cpu,0.088750
13,cpu,0.088083
14,cpu,0.088667
15,cpu,0.088208
16,cpu,0.089958
17,cpu,0.087292
18,cpu,0.087958
19,cpu,0.087458
20,cpu,0.087625
21,cpu,0.087584
22,cpu,0.087250
23,cpu,0.086792
24,cpu,0.088791
25,cpu,0.087709
26,cpu,0.087416
27,cpu,0.087000
28,cpu,0.088958
29,cpu,0.087750
30,cpu,0.087375
31,cpu,0.087834
32,cpu,0.087166
33,cpu,0.087083
34,cpu,0.087417
35,cpu,0.087292
36,cpu,0.087375
37,cpu,0.087208
38,cpu,0.087042
39,cpu,0.087083
40,cpu,0.086875
41,cpu,0.087125
42,cpu,0.087084
43,cpu,0.087542
44,cpu,0.086959
45,cpu,0.087750
46,cpu,0.087209
47,cpu,0.087042
48,cpu,0.087458
49,cpu,0.087000
50,cpu,0.086958
51,mps,3.345958
52,mps,2.981542
53,mps,3.127667
54,mps,3.028000
55,mps,2.983416
56,mps,2.975875
57,mps,2.994375
58,mps,2.983583
59,mps,2.965042
60,mps,2.985583
61,mps,2.988583
62,mps,2.958167
63,mps,2.968792
64,mps,3.001042
65,mps,2.992000
66,mps,2.983542
67,mps,2.965834
68,mps,2.966542
69,mps,3.032375
70,mps,2.963417
71,mps,2.978792
72,mps,2.945417
73,mps,3.026458
74,mps,2.942417
75,mps,2.959417
76,mps,2.965625
77,mps,3.003458
78,mps,2.979250
79,mps,3.044833
80,mps,3.047250
81,mps,2.973625
82,mps,2.967875
83,mps,2.958000
84,mps,2.941625
85,mps,2.973792
86,mps,2.950625
87,mps,2.996500
88,mps,2.975708
89,mps,2.967584
90,mps,2.936209
91,mps,2.935125
92,mps,2.927208
93,mps,2.979375
94,mps,2.990708
95,mps,3.017834
96,mps,2.921125
97,mps,2.948333
98,mps,2.985583
99,mps,2.998458
100,mps,2.942833
101,cpu,1.480208
102,cpu,0.898084
103,cpu,0.486708
104,cpu,0.381709
105,cpu,0.355542
106,cpu,0.342000
107,cpu,0.330167
108,cpu,0.329333
109,cpu,0.324084
110,cpu,0.319250
111,cpu,0.320250
112,cpu,0.319084
113,cpu,0.325375
114,cpu,0.315542
115,cpu,0.314083
116,cpu,0.474917
117,cpu,0.302167
118,cpu,0.443708
119,cpu,0.295458
120,cpu,0.287709
121,cpu,0.292000
122,cpu,0.283667
123,cpu,0.285208
124,cpu,0.274333
125,cpu,0.257541
126,cpu,0.255958
127,cpu,0.259500
128,cpu,0.255375
129,cpu,0.253000
130,cpu,0.246583
131,cpu,0.245500
132,cpu,0.243375
133,cpu,0.248166
134,cpu,0.270834
135,cpu,0.453666
136,cpu,0.417000
137,cpu,0.316916
138,cpu,0.289333
139,cpu,0.281458
140,cpu,0.275834
141,cpu,0.277500
142,cpu,0.269667
143,cpu,0.268209
144,cpu,0.267292
145,cpu,0.226416
146,cpu,0.226791
147,cpu,0.228583
148,cpu,0.227250
149,cpu,0.226667
150,cpu,0.224666
151,mps,23.634333
152,mps,6.184500
153,mps,5.314583
154,mps,5.374542
155,mps,4.894458
156,mps,4.488500
157,mps,4.997792
158,mps,4.470250
159,mps,4.071625
160,mps,4.278958
161,mps,4.091750
162,mps,4.089417
163,mps,3.858959
164,mps,3.945625
165,mps,3.860750
166,mps,3.693000
167,mps,3.404667
168,mps,3.443667
169,mps,3.473917
170,mps,3.468209
171,mps,3.319042
172,mps,3.262584
173,mps,3.249666
174,mps,3.534208
175,mps,3.193375
176,mps,3.152375
177,mps,3.213417
178,mps,3.195834
179,mps,3.354917
180,mps,3.111708
181,mps,3.127334
182,mps,3.114791
183,mps,3.073833
184,mps,3.062709
185,mps,3.333500
186,mps,3.151333
187,mps,3.167959
188,mps,3.096625
189,mps,3.085375
190,mps,6.388417
191,mps,3.078500
192,mps,3.100833
193,mps,3.080583
194,mps,3.239667
195,mps,3.047667
196,mps,3.022500
197,mps,3.116375
198,mps,3.030625
199,mps,3.298291
200,mps,2.965334
201,cpu,1.328375
202,cpu,0.519667
203,cpu,0.396875
204,cpu,0.360958
205,cpu,0.346792
206,cpu,0.330250
207,cpu,0.322167
208,cpu,0.322917
209,cpu,0.318167
210,cpu,0.290625
211,cpu,0.277500
212,cpu,0.277125
213,cpu,0.424417
214,cpu,0.516583
215,cpu,0.586958
216,cpu,0.331250
217,cpu,0.299875
218,cpu,0.294125
219,cpu,0.292083
220,cpu,0.278917
221,cpu,0.281292
222,cpu,0.265000
223,cpu,0.243041
224,cpu,0.249500
225,cpu,0.286917
226,cpu,0.268125
227,cpu,0.489833
228,cpu,0.396166
229,cpu,0.308084
230,cpu,0.286250
231,cpu,0.278958
232,cpu,0.276541
233,cpu,0.270417
234,cpu,0.267667
235,cpu,0.268041
236,cpu,0.263541
237,cpu,0.226334
238,cpu,0.224000
239,cpu,0.223917
240,cpu,0.224500
241,cpu,0.223417
242,cpu,0.221667
243,cpu,0.223875
244,cpu,0.223167
245,cpu,0.222166
246,cpu,0.220500
247,cpu,0.221209
248,cpu,0.220875
249,cpu,0.221958
250,cpu,0.201750
251,mps,10.399291
252,mps,5.729042
253,mps,5.652709
254,mps,4.741500
255,mps,4.498875
256,mps,4.471542
257,mps,4.359250
258,mps,4.177292
259,mps,4.210792
260,mps,4.270209
261,mps,4.023208
262,mps,3.865500
263,mps,3.926333
264,mps,3.935375
265,mps,3.631375
266,mps,3.538167
267,mps,3.688917
268,mps,3.461500
269,mps,3.678917
270,mps,3.384292
271,mps,3.279417
272,mps,3.255042
273,mps,3.263584
274,mps,3.682291
275,mps,3.359500
276,mps,3.331375
277,mps,3.276000
278,mps,3.256708
279,mps,3.422583
280,mps,3.164083
281,mps,3.197542
282,mps,3.161458
283,mps,3.127667
284,mps,3.268917
285,mps,3.055542
286,mps,3.105583
287,mps,3.037084
288,mps,3.034208
289,mps,3.350292
290,mps,3.080125
291,mps,3.064417
292,mps,3.020083
293,mps,3.022750
294,mps,3.231625
295,mps,3.000042
296,mps,3.047125
297,mps,3.076750
298,mps,2.965291
299,mps,2.946208
300,mps,3.075500
301,cpu,1.272250
302,cpu,0.862625
303,cpu,0.699417
304,cpu,0.640542
305,cpu,0.619042
306,cpu,0.364375
307,cpu,0.322667
308,cpu,0.314083
309,cpu,0.309500
310,cpu,0.296458
311,cpu,0.272708
312,cpu,0.272542
313,cpu,0.271833
314,cpu,0.271125
315,cpu,0.275250
316,cpu,0.272208
317,cpu,0.270792
318,cpu,0.269166
319,cpu,0.279291
320,cpu,0.271792
321,cpu,0.272917
322,cpu,0.283250
323,cpu,0.275834
324,cpu,0.279958
325,cpu,0.279042
326,cpu,0.251209
327,cpu,0.249458
328,cpu,0.247333
329,cpu,0.242167
