run_id,backend,batch_ms,per_sample_ms,batch_size
163,mps,4.375541,4.375541,1
164,mps,4.027917,4.027917,1
165,mps,3.960167,3.960167,1
166,mps,4.079792,4.079792,1
167,mps,4.328166,4.328166,1
168,mps,3.603375,3.603375,1
169,mps,3.557833,3.557833,1
170,mps,3.428125,3.428125,1
171,mps,3.436500,3.436500,1
172,mps,3.420958,3.420958,1
173,mps,3.398083,3.398083,1
174,mps,3.315458,3.315458,1
175,mps,3.281458,3.281458,1
176,mps,3.315083,3.315083,1
177,mps,3.308458,3.308458,1
178,mps,3.313084,3.313084,1
179,mps,3.266458,3.266458,1
180,mps,3.200084,3.200084,1
181,mps,3.202625,3.202625,1
182,mps,3.221084,3.221084,1
183,mps,3.185667,3.185667,1
184,mps,3.157875,3.157875,1
185,mps,3.153500,3.153500,1
186,mps,3.134833,3.134833,1
187,mps,3.142291,3.142291,1
188,mps,3.132125,3.132125,1
189,mps,3.086375,3.086375,1
190,mps,3.089375,3.089375,1
191,mps,3.101667,3.101667,1
192,mps,3.811542,3.811542,1
193,mps,3.123083,3.123083,1
194,mps,3.060625,3.060625,1
195,mps,3.071834,3.071834,1
196,mps,3.150709,3.150709,1
197,mps,4.073166,4.073166,1
198,mps,3.122292,3.122292,1
199,mps,3.100250,3.100250,1
200,mps,3.115292,3.115292,1
201,cpu,1.705000,1.705000,1
202,cpu,0.989959,0.989959,1
203,cpu,0.509750,0.509750,1
204,cpu,0.442791,0.442791,1
205,cpu,0.428542,0.428542,1
206,cpu,0.349958,0.349958,1
207,cpu,0.315916,0.315916,1
208,cpu,0.314542,0.314542,1
209,cpu,0.311125,0.311125,1
210,cpu,0.310000,0.310000,1
211,cpu,0.318333,0.318333,1
212,cpu,0.319167,0.319167,1
213,cpu,0.367584,0.367584,1
214,cpu,0.343792,0.343792,1
215,cpu,0.331584,0.331584,1
216,cpu,0.327166,0.327166,1
217,cpu,0.318167,0.318167,1
218,cpu,0.312750,0.312750,1
219,cpu,0.311833,0.311833,1
220,cpu,0.311625,0.311625,1
221,cpu,0.275084,0.275084,1
222,cpu,0.272083,0.272083,1
223,cpu,0.273583,0.273583,1
224,cpu,0.279959,0.279959,1
225,cpu,0.283916,0.283916,1
226,cpu,0.288875,0.288875,1
227,cpu,0.277042,0.277042,1
228,cpu,0.278958,0.278958,1
229,cpu,0.389542,0.389542,1
230,cpu,0.329791,0.329791,1
231,cpu,0.264083,0.264083,1
232,cpu,0.254041,0.254041,1
233,cpu,0.255542,0.255542,1
234,cpu,0.248084,0.248084,1
235,cpu,0.248833,0.248833,1
236,cpu,0.435417,0.435417,1
237,cpu,0.579459,0.579459,1
238,cpu,0.549750,0.549750,1
239,cpu,0.338000,0.338000,1
240,cpu,0.305583,0.305583,1
241,cpu,0.284959,0.284959,1
242,cpu,0.281000,0.281000,1
243,cpu,0.274791,0.274791,1
244,cpu,0.246167,0.246167,1
245,cpu,0.230000,0.230000,1
246,cpu,0.229375,0.229375,1
247,cpu,0.227250,0.227250,1
248,cpu,0.227166,0.227166,1
249,cpu,0.224834,0.224834,1
250,cpu,0.225750,0.225750,1
251,mps,12.882083,12.882083,1
252,mps,6.024833,6.024833,1
253,mps,5.628584,5.628584,1
254,mps,5.105250,5.105250,1
255,mps,4.815291,4.815291,1
256,mps,4.613292,4.613292,1
257,mps,5.825333,5.825333,1
258,mps,4.459750,4.459750,1
259,mps,4.360417,4.360417,1
260,mps,4.116000,4.116000,1
261,mps,4.194291,4.194291,1
262,mps,4.001709,4.001709,1
263,mps,4.065708,4.065708,1
264,mps,3.956292,3.956292,1
265,mps,3.967584,3.967584,1
266,mps,4.061125,4.061125,1
267,mps,3.569125,3.569125,1
268,mps,3.622666,3.622666,1
269,mps,3.650542,3.650542,1
270,mps,4.733250,4.733250,1
271,mps,3.570500,3.570500,1
272,mps,3.553375,3.553375,1
273,mps,3.396167,3.396167,1
274,mps,3.446500,3.446500,1
275,mps,3.492625,3.492625,1
276,mps,3.330583,3.330583,1
277,mps,3.352542,3.352542,1
278,mps,3.317292,3.317292,1
279,mps,3.365625,3.365625,1
280,mps,3.268875,3.268875,1
281,mps,3.247583,3.247583,1
282,mps,3.194417,3.194417,1
283,mps,3.251875,3.251875,1
284,mps,3.269792,3.269792,1
285,mps,3.133917,3.133917,1
286,mps,3.169000,3.169000,1
287,mps,3.136042,3.136042,1
288,mps,3.146833,3.146833,1
289,mps,3.332250,3.332250,1
290,mps,3.102250,3.102250,1
291,mps,3.114042,3.114042,1
292,mps,3.100833,3.100833,1
293,mps,3.076000,3.076000,1
294,mps,3.711166,3.711166,1
295,mps,3.077250,3.077250,1
296,mps,3.114375,3.114375,1
297,mps,3.049625,3.049625,1
298,mps,3.129083,3.129083,1
299,mps,3.988041,3.988041,1
300,mps,3.114375,3.114375,1
301,cpu,1.276334,1.276334,1
302,cpu,0.867458,0.867458,1
303,cpu,0.422833,0.422833,1
304,cpu,0.474125,0.474125,1
305,cpu,0.418833,0.418833,1
306,cpu,0.380417,0.380417,1
307,cpu,0.377041,0.377041,1
308,cpu,0.481833,0.481833,1
309,cpu,0.456292,0.456292,1
310,cpu,0.552792,0.552792,1
311,cpu,0.394792,0.394792,1
312,cpu,0.339042,0.339042,1
313,cpu,0.297833,0.297833,1
314,cpu,0.288375,0.288375,1
315,cpu,0.284459,0.284459,1
316,cpu,0.280833,0.280833,1
317,cpu,0.283416,0.283416,1
318,cpu,0.281083,0.281083,1
319,cpu,0.277708,0.277708,1
320,cpu,0.278125,0.278125,1
321,cpu,0.365792,0.365792,1
322,cpu,0.312083,0.312083,1
323,cpu,0.296750,0.296750,1
324,cpu,0.300917,0.300917,1
325,cpu,0.303958,0.303958,1
326,cpu,0.303917,0.303917,1
327,cpu,0.283791,0.283791,1
328,cpu,0.252458,0.252458,1
329,cpu,0.251292,0.251292,1
330,cpu,0.251333,0.251333,1
331,cpu,0.261125,0.261125,1
332,cpu,0.253125,0.253125,1
333,cpu,0.489917,0.489917,1
334,cpu,0.389125,0.389125,1
335,cpu,0.306458,0.306458,1
336,cpu,0.291792,0.291792,1
337,cpu,0.289084,0.289084,1
338,cpu,0.282916,0.282916,1
339,cpu,0.280042,0.280042,1
340,cpu,0.279917,0.279917,1
341,cpu,0.274416,0.274416,1
342,cpu,0.275375,0.275375,1
343,cpu,0.245291,0.245291,1
344,cpu,0.233500,0.233500,1
345,cpu,0.230583,0.230583,1
346,cpu,0.233250,0.233250,1
347,cpu,0.229667,0.229667,1
348,cpu,0.230208,0.230208,1
349,cpu,0.230333,0.230333,1
350,cpu,0.230542,0.230542,1
351,mps,10.847542,10.847542,1
352,mps,5.945875,5.945875,1
353,mps,5.669250,5.669250,1
354,mps,5.413125,5.413125,1
355,mps,4.988583,4.988583,1
356,mps,4.448833,4.448833,1
357,mps,4.546500,4.546500,1
358,mps,4.526375,4.526375,1
359,mps,4.931208,4.931208,1
360,mps,4.262250,4.262250,1
361,mps,4.078625,4.078625,1
362,mps,3.990792,3.990792,1
363,mps,4.121083,4.121083,1
364,mps,4.055125,4.055125,1
365,mps,4.377667,4.377667,1
366,mps,3.653791,3.653791,1
367,mps,4.296000,4.296000,1
368,mps,3.581333,3.581333,1
369,mps,3.468084,3.468084,1
370,mps,3.427792,3.427792,1
371,mps,3.450750,3.450750,1
372,mps,3.520292,3.520292,1
373,mps,3.435750,3.435750,1
374,mps,3.411125,3.411125,1
375,mps,3.304417,3.304417,1
376,mps,3.356750,3.356750,1
377,mps,3.341375,3.341375,1
378,mps,3.281791,3.281791,1
379,mps,3.238625,3.238625,1
380,mps,3.219917,3.219917,1
381,mps,3.201875,3.201875,1
382,mps,3.273583,3.273583,1
383,mps,3.147292,3.147292,1
384,mps,3.177208,3.177208,1
385,mps,3.151833,3.151833,1
386,mps,3.167958,3.167958,1
387,mps,3.159083,3.159083,1
388,mps,3.089000,3.089000,1
389,mps,3.092583,3.092583,1
390,mps,3.091333,3.091333,1
391,mps,3.076667,3.076667,1
392,mps,3.821541,3.821541,1
393,mps,3.139167,3.139167,1
394,mps,3.074708,3.074708,1
395,mps,3.111417,3.111417,1
396,mps,3.100125,3.100125,1
397,mps,3.921708,3.921708,1
398,mps,3.040750,3.040750,1
399,mps,3.052666,3.052666,1
400,mps,3.040541,3.040541,1
