t,value
428,4.340945956562759
429,4.085089980509177
430,4.03970141527441
431,3.9285883853521275
432,4.1905206627838005
433,3.632992201660191
434,2.582644651296864
435,1.8242139565874749
436,2.3871307945017817
437,1.234924517688344
438,0.08276350530416943
439,-0.3920451235378831
440,0.18007554896757316
441,-0.3357832563031246
442,-0.6412458775921422
443,-1.788675367771365
444,-2.508542495563025
445,-2.178190511054705
446,-2.050683971290736
447,-1.3814335868327103
448,-1.4769779336847277
449,-0.26627174193602854
450,0.942346677475663
451,0.5451017185384195
452,1.3628766090060356
453,1.8551870795760297
454,3.217078990176609
455,3.6858953901808054
456,4.46380925412606
457,4.53805322809479
458,4.786253749253696
459,5.826847504744464
460,6.442999137888208
461,4.866027139294545
462,4.64662609980991
463,4.243019502624098
464,3.105132873248403
465,2.2545897874347403
466,1.9287702179431505
467,1.8884039102167078
468,1.463654023307957
469,0.5410457467737186
470,-0.5478761363715048
471,-1.9102153712297403
472,-1.0896672547619348
473,-1.562661910040716
474,-2.0006354192160423
475,-1.6226566037340233
476,-1.4459521727629812
477,-1.1312808708831044
478,-0.39204851696812165
479,-0.24645447085789585
480,-0.22136338130648703
481,0.4626876078243174
482,1.2454109648018998
483,1.3983560012972018
484,1.6534282198509547
485,1.9847338004668873
486,3.2342807820594475
487,4.437724392492964
488,5.2256691287834105
489,4.641463241903
490,4.258198880581169
491,3.5762761274265524
492,4.501502163197367
493,3.80867448017361
494,3.349210060939516
495,2.6014806931060828
496,2.1928679500718955
497,1.100961498274239
498,0.37070038699390717
499,-0.440710350435203
500,-1.8570985755128888
501,-1.622792488064301
502,-1.2594698923556402
503,-0.8881625564766712
504,-0.28923949609758015
505,-0.08862551099965732
506,-0.3353119446693515
507,-0.044016780305240255
508,-0.19511189116580524
509,0.5608390254686482
510,0.7589363487117751
511,0.08763523246213412
512,0.9643071644002745
513,1.8064048680629914
514,1.9340779728159114
515,2.9719659557026725
516,4.140929276739614
517,3.832122301795653
518,4.572987511374009
519,5.104840174236683
520,4.484221247511359
521,4.181552860542149
522,3.4902721421041356
523,3.0835695991665304
524,2.8654078298216272
525,3.1138947356933757
526,2.1783562437421735
527,0.8677762487608259
528,-1.0245686402553003
529,-1.2660708271158165
530,-1.879000581897108
531,-1.6425684831561098
532,-1.4976154161826432
533,-2.3033245847100234
534,-1.8482400920953035
535,-1.730588537129284
536,-1.5451515622063396
537,-1.3926830221350583
538,-0.3634107546858157
539,0.3739881757119702
540,0.8953996234599786
541,1.9511542950129663
542,2.331908479907268
543,2.8324633029779176
544,3.537520744699659
545,3.7520856021204465
546,3.522509677641515
547,4.888499710919872
548,5.435979794845808
549,4.655519807118375
550,4.183283993266768
551,3.689619689661965
552,2.960687635960584
553,3.21325662600775
554,3.762257934831929
555,3.3821492220193985
556,3.4951796846032828
557,2.387748851960045
558,1.7731139120941264
559,0.5937305146563019
560,0.12033004645268384
561,0.23121480039761044
562,0.08609802169127251
563,0.13891330106194832
564,-0.49367691135054326
565,-0.19027588125784045
566,0.41476682309813784
567,0.5513318305681706
568,-0.1478556954468363
569,0.3987547523531675
570,0.9712652001477893
571,1.1227602903165628
572,1.2492734602248823
573,1.62910186560944
574,3.031965731319941
575,3.629901640718878
576,4.903444216142003
577,4.105442224605132
578,4.6575765996688006
579,5.590442331696384
580,6.275029820702106
581,5.447103104179098
582,5.778426945785162
583,5.581609318894327
584,5.2902091086006955
585,4.395193469613721
586,3.9598062576425166
587,3.409697795467285
588,2.0858062757678186
589,-0.045065269887027526
590,0.2634535658177791
591,0.3576612635507146
592,0.2241012466704223
593,-0.4417802059017308
594,-0.8642559677286181
595,-1.6577281983639305
596,-0.4907257023034446
597,-0.37078363111820084
598,0.35988714845601477
599,0.47567529532887387
600,-0.23574407324498847
601,1.048132894593155
602,2.3591320609256217
603,3.781135562109194
604,3.947029099096296
605,4.004704505941792
606,4.446032187397178
607,4.202804936251633
608,4.115499704206288
609,4.755573817909968
610,4.695622358902787
611,4.383964032864942
612,4.470479648390971
613,3.9815426069204123
614,4.819494994437106
615,3.848250524464114
616,3.883450240525259
617,3.284294678683323
618,2.8210930077593517
619,2.0344671704282007
620,1.1093524412681854
621,0.45183039146201287
622,-0.35370809818930177
623,-0.4289662417431105
624,-0.1377733314204319
625,-1.5518402198224082
626,-1.833866922751266
627,-1.8408653920403872
628,-0.7406004821410451
629,0.21548911266081733
630,0.5744710199221639
631,1.9936029073005581
632,2.2440020408470955
633,3.061203266810737
634,3.9181006920373656
635,4.161682708670668
636,5.019321469885831
637,4.958651221224614
638,5.092186472873505
639,5.208013519378171
640,5.527535433112608
641,5.969924131220936
642,5.026849055283869
643,3.8757009008497323
644,3.894348300793703
645,2.3199725320374327
646,2.084802728100786
647,1.986840636302396
648,0.5714642142404592
649,-0.11677792911727686
650,-0.4542879924185559
651,-0.6789006524021006
652,-0.8216006880610254
653,-0.7188204709136875
654,-0.4559174615721285
655,-1.3227128196490707
656,-0.39088364108218576
657,-0.3496209529043284
658,-0.20386360676567145
659,0.8626914215597238
660,0.9932631241595675
661,1.124499376744553
662,0.9106902777872748
663,2.5171136648562773
664,2.2759827063292954
665,2.465153674589004
666,2.277896335349193
667,3.0558142813752522
668,2.86692532787124
669,4.213268354270802
670,4.140993580596691
671,3.7287665022572427
672,4.058216454864348
673,3.381585342626033
674,3.185830584734203
675,3.3599642029730434
676,2.417901953701638
677,1.7771197288492395
678,0.9638329009624502
679,0.4543140910089677
680,1.6611165150384393
681,-0.17328308817681948
682,0.022797670658565805
683,-0.26634687607811863
684,-0.8017046710992557
685,-0.23352580024919878
686,0.40482788769479094
687,-0.06693733883218689
688,0.1906825366338162
689,0.3098994539437021
690,1.1329019433736889
691,1.7818232528633757
692,2.3376820651975203
693,3.133083577841893
694,3.886400790900641
695,5.0254320183813945
696,4.7344750675268665
697,4.973758038006419
698,6.399136727672384
699,5.81175646988498
700,6.250985590145107
701,5.331485004031716
702,5.3862256747564885
703,4.794282938741467
704,4.4740594166237715
705,3.6922847301656456
706,3.732379680719947
707,2.8953533954960746
708,2.0645305211986513
709,1.6506125216984868
710,0.6462616674302162
711,-0.9562490192952924
712,-1.70184699960301
713,-1.8308579423582212
714,-0.6579399086248595
715,0.5297300166883995
716,-0.32771385929734814
717,-0.017626301654919282
718,-0.03990903705324217
719,0.6109371328146458
720,0.5069751435071769
721,1.4651480125494563
722,1.7562457923038453
723,1.9454450063411939
724,2.5017816312517898
725,2.335380685133782
726,3.650570642604011
727,3.8492209992132556
728,5.166414032883511
729,5.7168937835957365
730,6.217779922506741
731,5.626065053765013
732,5.925884549536065
733,5.953263905929852
734,4.916368222683473
735,4.215653137046319
736,4.214056114998722
737,3.368082248741431
738,2.157840671261838
739,2.058646452377767
740,1.9313358757165777
741,0.7007067365684498
742,0.46814798604555713
743,0.09534232263420461
744,0.4365478025999685
745,-0.1798342762247861
746,0.5505265098298306
747,1.0205641735470683
748,0.8754988327311004
749,0.8861276858483844
750,0.7868429010976239
751,2.2344738105044835
752,2.2438568093361413
753,2.8238002526539043
754,4.442396840537869
755,5.143630649324855
756,5.4747572062199374
757,5.722862682263119
758,5.668076383595484
759,4.9917458939901
760,5.422158528309778
761,4.739800742010711
762,5.760107646303251
763,4.394262475522755
764,3.9136434794658137
765,3.5320419072788165
766,2.7366753554709855
767,2.3044756925590995
768,2.1544783977472903
769,2.281532635258537
770,1.5914491562801942
771,0.9464769877962597
772,0.6413803863866698
773,0.2695549048383991
774,-0.3467910449481275
775,-0.31340245679500156
776,0.4593930504674101
777,0.5823450122963326
778,0.798122332388653
779,1.0807779189976325
780,1.8449902083528515
781,2.508553235279646
782,3.190414290046671
783,3.4574317911062695
784,2.780422854127773
785,3.298538263505949
786,4.040676818419844
787,4.163144480969786
788,5.052266246249252
789,4.836932781361646
790,3.937798727481834
791,4.717860847251242
792,4.575149658513577
793,4.4154019847405745
794,3.2070783548819652
795,2.8682820800393394
796,2.530711409414022
797,2.2055883260221987
798,2.2168503372763375
799,1.2945299931535983
800,0.7324198069243812
801,1.2256786849375365
802,0.5985105918760023
803,0.9608462131098151
804,-0.34689109657524786
805,-0.3845959882394495
806,0.42333655964297934
807,0.8757384320578532
808,1.788145161312113
809,1.677446419303707
810,2.0607369146266663
811,1.2823654552038284
812,1.4175098474459848
813,2.6657762080951812
814,3.115208396977712
815,4.295690564246434
816,4.628030935909213
817,5.331876911942347
818,5.1266208031048786
819,4.837456899480159
820,5.624173914283748
821,5.792770900494746
822,5.475215530908616
823,5.491538043136181
824,5.331809616107311
825,5.138549022540704
826,4.056319686209803
827,2.890963161913904
828,2.293143141534009
829,1.8737250719165015
830,0.6159633550952666
831,-0.7979290456543862
832,-0.5118674007053313
833,0.10179249626200282
834,0.022892369484003305
835,-0.13875590725361736
836,0.09347077336446453
837,0.42615143670544814
838,0.2270278468660002
839,0.9331192621217861
840,2.0928783698301663
841,2.72132520441166
842,3.088309252519819
843,3.97715305610616
844,4.682740203130638
845,4.48168850345451
846,5.593152914126958
847,6.175567633127335
848,6.344505295687784
849,6.483792286368688
850,6.375912572387456
851,5.695345890368696
852,5.756964194302544
853,5.317930814967209
854,5.356869262330425
855,4.350760154116116
856,3.3187193537168165
857,2.3421965159465974
858,2.4398580588799077
859,1.8114268495559147
860,0.9959442362295111
861,-0.01859793060584547
862,1.1362634520696204
863,0.7193315720038149
864,0.10877014033346916
865,-0.1531598858077073
866,0.606929455662427
867,0.5661420006209446
868,0.3251944542427274
869,0.8484005031502392
870,2.2857279182038077
871,3.308479722535637
872,4.261417155679496
873,4.110777468022128
874,3.778113746940983
875,4.19953268284686
876,4.56231932139506
877,5.069938275757629
878,5.883894110474824
879,5.67084236674334
880,5.332141125807173
881,4.8113419998569835
882,5.204640002453744
883,5.139890759991091
884,5.139736976244686
885,3.842959587903442
886,3.1298385850260972
887,3.316434220695939
888,2.824646182992312
889,2.714283367826998
890,2.4068151680102727
891,1.9927572818750183
892,0.9869382915426885
893,0.532675295535866
894,0.4748165774502803
895,1.536084959597018
896,1.5991367262071219
897,1.381602051369965
898,1.5515407952653801
899,1.993774121168702
900,2.199623595827929
901,3.015397090338998
902,3.9706173062373122
903,5.502405434940767
904,6.2630208137861905
905,6.313474117947377
906,5.969538328092094
907,5.479088039461752
908,6.238099664647
909,6.844309111425683
910,7.317723243845568
911,6.940832725382945
912,6.375873581630063
913,5.7516080656015935
914,5.569300125899644
915,3.790005896748626
916,2.496331337686958
917,1.0229266806415378
918,0.8289614791848756
919,0.6978174995793732
920,1.1440368615235876
921,0.7957453959553538
922,0.7525109052043133
923,0.3979761607993879
924,0.008327100301609186
925,-0.4813738525176987
926,-0.025853975244800848
927,0.30644369057813026
928,0.20820090934630942
929,0.5883668279484119
930,0.8080747054316771
931,1.280003202717075
932,2.857310430446623
933,3.709321590106327
934,4.537553764040617
935,4.50345525463615
936,4.753114831086943
937,5.870017047467465
938,5.700820577121594
939,5.56960938764206
940,6.038874920626084
941,6.500344921550193
942,6.6978768068872006
943,6.149745013308335
944,5.148207789549527
945,4.729903533498877
946,4.305940332552941
947,3.4466064799905825
948,2.657591050849667
949,2.4486982910692774
950,2.7819678805484456
951,1.1108380069879873
952,0.7566069375588297
953,-0.30051937903507786
954,-0.17014749233359172
955,-0.1832468507123208
956,1.1049229467341783
957,1.414634764168696
958,1.0110586962781078
959,2.2404412057925347
960,1.7578785745593708
961,2.7482695454188786
962,4.201974069381629
963,4.695875332266592
964,5.359922530874042
965,5.8593316831229645
966,5.962595878389149
967,6.29143142438357
968,5.6297618179251545
969,6.16114022650498
970,5.8192891113868
971,6.227897255030907
972,5.775124502379433
973,5.386802008874411
974,4.862399526078933
975,3.989656082612033
976,3.8430422234659973
977,3.1477112979419513
978,2.0879078760065477
979,1.4831108071679175
980,1.076663446586631
981,0.9972149280547846
982,0.7999922193597511
983,0.3272240925911555
984,0.4127706304774883
985,1.5385793883866268
986,1.193599984155641
987,-0.1681435076533393
988,-0.10109094365804328
989,0.3888781550918536
990,1.8595644510934073
991,3.1182796486377984
992,3.341065185995063
993,4.034321389812261
994,4.511608106760277
995,4.39578817146489
996,5.069322123587351
997,5.725376301020428
998,5.468651521559063
999,5.897670466691275
1000,6.560919736654663
1001,5.4807357200221904
1002,5.5229441277681754
1003,5.670697894692182
1004,5.697390936891137
1005,4.437660128459677
1006,3.7112532944173156
1007,3.218547928872587
1008,3.2038328450769042
1009,3.4934380614885248
1010,2.7042249956037803
1011,2.596435752030538
1012,1.7483617045158104
1013,1.067439936355309
1014,1.353507815244977
1015,1.9164067842563801
1016,2.5570983682988677
1017,1.8617031118102128
1018,1.413911119373528
1019,2.6388220898282646
1020,1.8064524485966682
1021,2.3888161065203617
1022,2.791768105298312
1023,4.270261663048872
1024,4.826507486199201
1025,5.5395235789331485
1026,5.945542577738492
1027,6.0561557441836
1028,6.555386842876722
1029,6.100335246837395
1030,5.645678999316923
1031,5.51081277512304
1032,5.380356037253381
1033,4.841533845592299
1034,4.686879231633571
1035,5.422545948717048
1036,4.4889058089176945
1037,4.224742448707945
1038,3.256488106070935
1039,3.1607692518633783
1040,1.8114318348849123
1041,1.8088529051175186
1042,1.491416700154038
1043,1.2999935076286029
1044,0.3712842871693989
1045,0.2067527336024262
1046,1.1297613886006568
1047,0.48543852856642755
1048,0.7773397475600512
1049,1.6131439721577436
1050,3.162679601788082
1051,4.077134299060374
1052,4.998473560871965
1053,4.906185994250995
1054,5.327113708670813
1055,5.27752559989779
1056,5.5466450448846425
1057,5.989065504743866
1058,5.8648798440621075
1059,6.773374757423929
1060,6.6881232549700895
1061,6.301275561213954
1062,5.617825293442091
1063,6.028644103368622
1064,5.816352432514122
1065,4.986681186840473
1066,3.7412874881610305
1067,3.6717154451653755
1068,2.9646447516138816
1069,2.8714426467758587
1070,2.2160438194980956
1071,2.3737985127668164
1072,1.7064026931309955
1073,2.0599578485068326
1074,1.9597394859957409
1075,0.9029707176507344
1076,0.812140038434169
1077,1.830827824893365
1078,2.087206894475105
1079,2.065308445267997
1080,2.5675129893869904
1081,3.6585605228646063
1082,4.235810037841387
1083,4.53850059265047
1084,4.156481756502444
1085,5.698409436624879
1086,5.560993508930522
1087,6.502512808689886
1088,5.858355508068516
1089,5.862967982702832
1090,5.625477480775997
1091,6.198552803923977
1092,5.728362007517046
1093,5.79227361101158
1094,6.2270804904095245
1095,5.515458281100639
1096,4.303700651767745
1097,3.544590481391705
1098,2.4873038797531866
1099,2.515981352340198
1100,2.3433217895398224
1101,1.9417080314622328
1102,0.9362813313832207
1103,-0.3352952992581326
1104,-0.2604880760036268
1105,-0.10802650563591926
1106,-0.20253568856425452
1107,-0.07166891946960602
1108,0.4614763777739862
1109,1.6162452030851835
1110,1.195259662938477
1111,1.9060376637629923
1112,3.3019746305329023
1113,2.921964283314768
1114,3.821818746922022
1115,4.671938259467304
1116,5.3890226356184545
1117,6.792396521347596
1118,6.853195260474053
1119,6.5220997624506145
1120,6.326485354176733
1121,6.3126972620774895
1122,5.66946463464829
1123,4.72581277012266
1124,4.23601813211316
1125,3.947156573333307
1126,4.5077737998311065
1127,3.556156718228911
1128,2.7265397698520624
1129,1.6037434254365186
1130,2.0566294258331563
1131,1.8035828829976384
1132,1.8027379041091445
1133,1.6353524942435018
1134,0.9716079737550871
1135,1.0529463756655744
1136,0.6357066730192957
1137,1.2309678582078991
1138,2.1919475845780507
1139,3.7575684580868343
1140,3.3275914399257247
1141,4.2956564787396125
1142,4.994996554904689
1143,4.645462464534848
1144,5.261153738216667
1145,6.375354798719907
1146,6.245618322272159
1147,6.734226139843956
1148,6.777307242649265
1149,7.020776915605215
1150,6.566554054112874
1151,6.536654036798561
1152,6.555964013107688
1153,5.879250265725539
1154,5.0647526177699165
1155,4.667963578247442
1156,3.9651097164289535
1157,3.5440808740331984
1158,2.673232938298036
1159,2.735326170409721
1160,2.3443706546520118
1161,1.146301976587773
1162,1.6981569347236458
1163,0.9410711234035976
1164,0.7027272680395524
1165,1.3662661041966428
1166,0.9823394357566269
1167,2.297677193993608
1168,1.2064105659202822
1169,0.3612486452307322
1170,1.5347111243688976
1171,1.7354289091605313
1172,2.834101751863285
1173,3.323346580135278
1174,4.09304172051514
1175,5.050784158529225
1176,5.71246741771383
1177,6.043449626047642
1178,6.165512596042393
1179,6.339448670227996
1180,6.141266531247831
1181,6.812743262476532
1182,6.006624371500763
1183,5.931887233686679
1184,5.7102519404989165
1185,4.293838959608568
1186,4.143271422932438
1187,4.2475567629275215
1188,3.463635140708853
1189,3.2076284541368243
1190,2.536075811860986
1191,2.0958419502087384
1192,2.0919575153800496
1193,1.5795566992116095
1194,1.6314346719950252
1195,0.6949615962264801
1196,0.9894975256513227
1197,0.41563165656662593
1198,0.8742793236446936
1199,1.261419048092483
1200,2.2900506554001323
1201,2.80061839932447
1202,4.498946993785329
1203,4.743445988311093
1204,4.737244611042164
1205,4.344458074921074
1206,5.185548179018417
1207,5.663821552184899
1208,6.552074177543924
1209,7.183262806117475
1210,7.488955418657587
1211,6.735806247659107
1212,5.89327106770733
1213,5.533278880700614
1214,4.8402801638844615
1215,4.670198661673526
1216,4.1272516849922365
1217,4.056275047074176
1218,3.2065142999512815
1219,1.793958632416371
1220,1.9522743558480657
1221,2.9229387523134784
1222,2.5926962505151523
1223,1.2642645234236305
1224,0.41394940465342955
1225,1.4498651192707674
1226,1.429138547180452
1227,1.6340302649498668
1228,1.6776224230440953
1229,2.6915437451521984
1230,3.2192051728505895
1231,3.089733000803395
1232,3.5501233863281088
1233,4.160840275240215
1234,4.6520481216041825
1235,5.728667441929854
1236,5.760758551065581
1237,6.049058706853572
1238,7.288136756082028
1239,8.161469167986677
1240,8.769650551130548
1241,8.332095065298752
1242,8.082008718130778
1243,6.908249125635426
1244,5.937594574138017
1245,4.656981250042362
1246,4.546816169828127
1247,4.38214026647734
1248,4.026398524285638
1249,3.1610598131726695
1250,2.407692896714555
1251,2.462342748030444
1252,1.477789112405465
1253,1.396941827899213
1254,1.8972839694639356
1255,1.9855793899389829
1256,2.1088259557949462
1257,2.404298603438969
1258,2.773890893766928
1259,2.9277402937174273
1260,2.472085098838868
1261,2.2678853870903866
1262,3.393690979047099
1263,4.11047804348556
1264,5.794414010849944
1265,6.2612620613129355
1266,7.683263934582788
1267,7.226905519456238
1268,8.04851711430716
1269,8.112015762877297
1270,8.502279913079905
1271,7.553069936122682
